Category	Subcategory	Subsystem	Role	Features
Membrane Transport	Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	Colonization factor antigen I fimbriae	CFA/I fimbrial minor adhesin	fig|6666666.5373.peg.1708
Membrane Transport	Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	The fimbrial Sfm cluster	Transcriptional regulator of fimbriae expression FimZ (LuxR/UhpA family)	fig|6666666.5373.peg.4872
Membrane Transport	Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	The fimbrial Sfm cluster	Fimbriae-like periplasmic protein SfmF	fig|6666666.5373.peg.4873
Membrane Transport	Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	The fimbrial Sfm cluster	Fimbriae-like adhesin SfmA	fig|6666666.5373.peg.6502
Membrane Transport	Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	The fimbrial Sfm cluster	Outer membrane usher protein SfmD	fig|6666666.5373.peg.7375, fig|6666666.5373.peg.7374, fig|6666666.5373.peg.7373, fig|6666666.5373.peg.7372
Membrane Transport	Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	The fimbrial Sfm cluster	Fimbriae-like adhesin SfmH	fig|6666666.5373.peg.7371
Membrane Transport	Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	The fimbrial Sfm cluster	Fimbrial periplasmic chaperone SfmC	fig|6666666.5373.peg.7377, fig|6666666.5373.peg.7376
Membrane Transport	Protein translocation across cytoplasmic membrane	Bacterial signal recognition particle (SRP)	Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)	fig|6666666.5373.peg.3312, fig|6666666.5373.peg.3311, fig|6666666.5373.peg.3310
Membrane Transport	Protein translocation across cytoplasmic membrane	Bacterial signal recognition particle (SRP)	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)	fig|6666666.5373.peg.2735, fig|6666666.5373.peg.2736
Membrane Transport	Protein translocation across cytoplasmic membrane	Twin-arginine translocation system	Twin-arginine translocation protein TatC	fig|6666666.5373.peg.4905
Membrane Transport	Protein translocation across cytoplasmic membrane	Twin-arginine translocation system	Twin-arginine translocation protein TatA	fig|6666666.5373.peg.7636
Membrane Transport	Protein translocation across cytoplasmic membrane	Twin-arginine translocation system	Twin-arginine translocation protein TatE	fig|6666666.5373.peg.3871
Membrane Transport	Protein translocation across cytoplasmic membrane	Twin-arginine translocation system	Twin-arginine translocation protein TatB	fig|6666666.5373.peg.7635, fig|6666666.5373.peg.7634
Membrane Transport	Uni- Sym- and Antiporters	Proton-dependent Peptide Transporters	Di/tripeptide permease DtpB	fig|6666666.5373.peg.4363, fig|6666666.5373.peg.4362
Membrane Transport	Uni- Sym- and Antiporters	Proton-dependent Peptide Transporters	Di/tripeptide permease YbgH	fig|6666666.5373.peg.6875, fig|6666666.5373.peg.6874
Membrane Transport	Uni- Sym- and Antiporters	Proton-dependent Peptide Transporters	Di/tripeptide permease YjdL	fig|6666666.5373.peg.293, fig|6666666.5373.peg.294
Membrane Transport	Uni- Sym- and Antiporters	Proton-dependent Peptide Transporters	Di/tripeptide permease DtpA	fig|6666666.5373.peg.6284
Membrane Transport	Uni- Sym- and Antiporters	NhaA, NhaD and Sodium-dependent phosphate transporters	Na+/H+ antiporter NhaA type	fig|6666666.5373.peg.1913, fig|6666666.5373.peg.1219, fig|6666666.5373.peg.1220
Membrane Transport	Uni- Sym- and Antiporters	NhaA, NhaD and Sodium-dependent phosphate transporters	Sodium-dependent phosphate transporter	fig|6666666.5373.peg.3574, fig|6666666.5373.peg.3575
Membrane Transport	Uni- Sym- and Antiporters	NhaA, NhaD and Sodium-dependent phosphate transporters	Transcriptional activator NhaR	fig|6666666.5373.peg.1915, fig|6666666.5373.peg.1914
Membrane Transport	Membrane Transport - no subcategory	Choline Transport	Choline-sulfatase (EC 3.1.6.6)	fig|6666666.5373.peg.2891, fig|6666666.5373.peg.5378
Membrane Transport	Membrane Transport - no subcategory	Choline Transport	Sodium-Choline Symporter	fig|6666666.5373.peg.5381, fig|6666666.5373.peg.5380, fig|6666666.5373.peg.5379
Membrane Transport	Membrane Transport - no subcategory	Transport of Nickel and Cobalt	Nickel ABC transporter, periplasmic nickel-binding protein NikA (TC 3.A.1.5.3)	fig|6666666.5373.peg.6230, fig|6666666.5373.peg.4161
Membrane Transport	Membrane Transport - no subcategory	Transport of Nickel and Cobalt	Nickel responsive regulator NikR	fig|6666666.5373.peg.3274
Membrane Transport	Membrane Transport - no subcategory	Transport of Nickel and Cobalt	Nickel transport ATP-binding protein NikD (TC 3.A.1.5.3)	fig|6666666.5373.peg.3278, fig|6666666.5373.peg.3277
Membrane Transport	Membrane Transport - no subcategory	Transport of Nickel and Cobalt	Nickel transport system permease protein NikC (TC 3.A.1.5.3)	fig|6666666.5373.peg.3279, fig|6666666.5373.peg.6232
Membrane Transport	Membrane Transport - no subcategory	Transport of Nickel and Cobalt	Nickel transport system permease protein NikB (TC 3.A.1.5.3)	fig|6666666.5373.peg.6231
Membrane Transport	Membrane Transport - no subcategory	Transport of Nickel and Cobalt	Nickel transport ATP-binding protein NikE (TC 3.A.1.5.3)	fig|6666666.5373.peg.3275, fig|6666666.5373.peg.3276
Membrane Transport	Membrane Transport - no subcategory	ECF class transporters	ATPase component STY3232 of energizing module of queuosine-regulated ECF transporter	fig|6666666.5373.peg.4311
Membrane Transport	Membrane Transport - no subcategory	ECF class transporters	Transmembrane component STY3231 of energizing module of queuosine-regulated ECF transporter	fig|6666666.5373.peg.4312
Membrane Transport	Membrane Transport - no subcategory	ECF class transporters	ATPase component STY3233 of energizing module of queuosine-regulated ECF transporter	fig|6666666.5373.peg.4310
Membrane Transport	Membrane Transport - no subcategory	ECF class transporters	Substrate-specific component STY3230 of queuosine-regulated ECF transporter	fig|6666666.5373.peg.4313
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	Putative OMR family iron-siderophore receptor precursor	fig|6666666.5373.peg.2537
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	TonB-dependent receptor	fig|6666666.5373.peg.5575
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	TPR repeat containing exported protein	fig|6666666.5373.peg.1895
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	Biopolymer transport protein ExbD/TolR	fig|6666666.5373.peg.5355
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	TolA protein	fig|6666666.5373.peg.6470
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	Aerobactin siderophore receptor IutA	fig|6666666.5373.peg.4557
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	MotA/TolQ/ExbB proton channel family protein	fig|6666666.5373.peg.5357, fig|6666666.5373.peg.6467, fig|6666666.5373.peg.5356, fig|6666666.5373.peg.6468
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	Ferric siderophore transport system, periplasmic binding protein TonB	fig|6666666.5373.peg.479
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	Tol biopolymer transport system, TolR protein	fig|6666666.5373.peg.6469
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	Peptidoglycan-associated lipoprotein precursor	fig|6666666.5373.peg.1359
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	tolB protein precursor, periplasmic protein involved in the tonb-independent uptake of group A colicins	fig|6666666.5373.peg.3773, fig|6666666.5373.peg.1358
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	4-hydroxybenzoyl-CoA thioesterase family active site	fig|6666666.5373.peg.250, fig|6666666.5373.peg.6466
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)	fig|6666666.5373.peg.6162, fig|6666666.5373.peg.6163, fig|6666666.5373.peg.6164
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	Colicin I receptor precursor	fig|6666666.5373.peg.3605, fig|6666666.5373.peg.5238, fig|6666666.5373.peg.5237
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	iron-chelator utilization protein	fig|6666666.5373.peg.7282
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	TonB-dependent siderophore receptor	fig|6666666.5373.peg.4557
Membrane Transport	Membrane Transport - no subcategory	Ton and Tol transport systems	Type I secretion outer membrane protein, TolC precursor	fig|6666666.5373.peg.3894
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	IcmF-related protein	fig|6666666.5373.peg.6270, fig|6666666.5373.peg.6602, fig|6666666.5373.peg.6272, fig|6666666.5373.peg.6274, fig|6666666.5373.peg.6273, fig|6666666.5373.peg.6271
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	Uncharacterized protein ImpI/VasC	fig|6666666.5373.peg.2566
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	Uncharacterized protein ImpB	fig|6666666.5373.peg.6626, fig|6666666.5373.peg.6790, fig|6666666.5373.peg.2950
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	Protein ImpG/VasA	fig|6666666.5373.peg.7424, fig|6666666.5373.peg.2569
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	Uncharacterized protein similar to VCA0109	fig|6666666.5373.peg.7423
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	Uncharacterized protein ImpA	fig|6666666.5373.peg.2320, fig|6666666.5373.peg.4258, fig|6666666.5373.peg.2515
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	Type VI secretion protein VasI	fig|6666666.5373.peg.1424, fig|6666666.5373.peg.1425
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	ClpB protein	fig|6666666.5373.peg.6601, fig|6666666.5373.peg.6832, fig|6666666.5373.peg.611, fig|6666666.5373.peg.1427, fig|6666666.5373.peg.6833
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	Outer membrane protein ImpK/VasF, OmpA/MotB domain	fig|6666666.5373.peg.2563
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	Uncharacterized protein ImpC	fig|6666666.5373.peg.6628, fig|6666666.5373.peg.6627, fig|6666666.5373.peg.3767, fig|6666666.5373.peg.7422, fig|6666666.5373.peg.3766, fig|6666666.5373.peg.6792
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	Uncharacterized protein ImpJ/VasE	fig|6666666.5373.peg.2564, fig|6666666.5373.peg.3938
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	VgrG protein	fig|6666666.5373.peg.7425, fig|6666666.5373.peg.1303, fig|6666666.5373.peg.1304, fig|6666666.5373.peg.7823, fig|6666666.5373.peg.3020, fig|6666666.5373.peg.7497
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	Secreted protein Hcp	fig|6666666.5373.peg.3881
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	Uncharacterized protein ImpH/VasB	fig|6666666.5373.peg.2567, fig|6666666.5373.peg.2568
Membrane Transport	Protein secretion system, Type VI	Type VI secretion systems	Type VI secretion lipoprotein/VasD	fig|6666666.5373.peg.2565
Membrane Transport	Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	Curli production	Curli production assembly/transport component CsgE	fig|6666666.5373.peg.1328
Membrane Transport	Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	Curli production	Transcriptional regulator CsgD for 2nd curli operon	fig|6666666.5373.peg.1367
Membrane Transport	Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	Curli production	Putative curli production protein CsgC	fig|6666666.5373.peg.4805
Membrane Transport	Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	Curli production	Minor curlin subunit CsgB, nucleation component of curlin monomers	fig|6666666.5373.peg.155
Membrane Transport	Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	Curli production	Major curlin subunit precursor CsgA	fig|6666666.5373.peg.154
Membrane Transport	Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	Curli production	Curli production assembly/transport component CsgF	fig|6666666.5373.peg.1329
Membrane Transport	Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	Curli production	Curli production assembly/transport component CsgG	fig|6666666.5373.peg.1330
Iron acquisition and metabolism	Siderophores	Salmochelin-mediated Iron Acquisition	Trilactone hydrolase IroD	fig|6666666.5373.peg.1691
Iron acquisition and metabolism	Siderophores	Salmochelin-mediated Iron Acquisition	Glycosyltransferase IroB	fig|6666666.5373.peg.1693, fig|6666666.5373.peg.1694, fig|6666666.5373.peg.1692
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [enterobactin] siderophore	fig|6666666.5373.peg.4817
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	Ferric enterobactin uptake protein FepE	fig|6666666.5373.peg.6829
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	Ferric enterobactin transport system permease protein FepG (TC 3.A.1.14.2)	fig|6666666.5373.peg.6826
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	FIG005032: Putative cytoplasmic protein YbdZ in enterobactin biosynthesis operon	fig|6666666.5373.peg.268
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	Outer membrane receptor for ferric enterobactin and colicins B, D	fig|6666666.5373.peg.5575
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	Ferric enterobactin transport system permease protein FepD (TC 3.A.1.14.2)	fig|6666666.5373.peg.4628, fig|6666666.5373.peg.4629
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore	fig|6666666.5373.peg.4816
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	Proofreading thioesterase in enterobactin biosynthesis EntH	fig|6666666.5373.peg.4818
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	Enterobactin esterase	fig|6666666.5373.peg.5577, fig|6666666.5373.peg.5579, fig|6666666.5373.peg.5578
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	Ferric enterobactin-binding periplasmic protein FepB (TC 3.A.1.14.2)	fig|6666666.5373.peg.4624
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	Ferric enterobactin transport ATP-binding protein FepC (TC 3.A.1.14.2)	fig|6666666.5373.peg.6828, fig|6666666.5373.peg.6827
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [enterobactin] siderophore	fig|6666666.5373.peg.5930, fig|6666666.5373.peg.3607, fig|6666666.5373.peg.5931
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	Enterobactin synthetase component F, serine activating enzyme (EC 2.7.7.-)	fig|6666666.5373.peg.265, fig|6666666.5373.peg.266, fig|6666666.5373.peg.264, fig|6666666.5373.peg.267
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	Enterobactin exporter EntS	fig|6666666.5373.peg.4626, fig|6666666.5373.peg.4625, fig|6666666.5373.peg.4627
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	4&#39;-phosphopantetheinyl transferase (EC 2.7.8.-) [enterobactin] siderophore	fig|6666666.5373.peg.5572
Iron acquisition and metabolism	Siderophores	Siderophore Enterobactin	Apo-aryl carrier domain of EntB	fig|6666666.5373.peg.4816
Iron acquisition and metabolism	Siderophores	Siderophore Yersiniabactin Biosynthesis	iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor)	fig|6666666.5373.peg.5624, fig|6666666.5373.peg.5623
Iron acquisition and metabolism	Siderophores	Siderophore Yersiniabactin Biosynthesis	iron aquisition yersiniabactin synthesis enzyme (Irp3)	fig|6666666.5373.peg.5629, fig|6666666.5373.peg.5632, fig|6666666.5373.peg.5630
Iron acquisition and metabolism	Siderophores	Siderophore Yersiniabactin Biosynthesis	iron aquisition yersiniabactin synthesis enzyme (Irp1,polyketide synthetase)	fig|6666666.5373.peg.3698, fig|6666666.5373.peg.5658, fig|6666666.5373.peg.5633, fig|6666666.5373.peg.5654, fig|6666666.5373.peg.5657, fig|6666666.5373.peg.5655, fig|6666666.5373.peg.21, fig|6666666.5373.peg.3699, fig|6666666.5373.peg.5656, fig|6666666.5373.peg.3697
Iron acquisition and metabolism	Siderophores	Siderophore Yersiniabactin Biosynthesis	iron aquisition yersiniabactin synthesis enzyme (Irp2)	fig|6666666.5373.peg.5653, fig|6666666.5373.peg.2689, fig|6666666.5373.peg.858, fig|6666666.5373.peg.860, fig|6666666.5373.peg.859, fig|6666666.5373.peg.6586
Iron acquisition and metabolism	Siderophores	Siderophore Yersiniabactin Biosynthesis	iron aquisition regulator (YbtA,AraC-like,required for transcription of FyuA/psn,Irp2)	fig|6666666.5373.peg.2687
Iron acquisition and metabolism	Siderophores	Siderophore Yersiniabactin Biosynthesis	iron aquisition 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58,Irp5)	fig|6666666.5373.peg.5625, fig|6666666.5373.peg.5627, fig|6666666.5373.peg.5626
Iron acquisition and metabolism	Siderophores	Siderophore Yersiniabactin Biosynthesis	iron aquisition yersiniabactin synthesis enzyme (YbtT,resembles thioesterases)	fig|6666666.5373.peg.5628
